nm_place,type_place
OXYGYM奥美氧舱运动中心(中关村店),其他体育场馆
OXYGYM奥美氧舱运动中心(阳光上东店),其他体育场馆
OXYGYM奥美氧舱运动中心(世贸国际店),其他体育场馆
OXYGYM奥美氧舱运动中心(欧美汇店),其他体育场馆
OXYGYM奥美氧舱运动中心(丽都水岸店),其他体育场馆
OXYGYM奥美氧舱运动中心(朝阳大悦城店),其他体育场馆
OutVolution沄岙咖啡,咖啡厅
OutThere咖啡&轻食简餐(大兴龙湖天街店),咖啡厅
Outdoor Products,其他休闲场馆
Out There Coffee·奥玳咖啡(远洋未来广场店),咖啡厅
Out There Coffee·奥玳咖啡(建外店),咖啡厅
Out There Coffee·奥玳咖啡(丰科万达店),咖啡厅
Out There Coffee·奥玳咖啡(房山熙悦天街店),咖啡厅
Out There Coffee·奥玳咖啡(崇文门店),咖啡厅
Out There Coffee·奥玳咖啡(城乡店),咖啡厅
OurTime（美好时光）亲子书馆(望京金隅丽港城馆),其他休闲场馆
our fitness,其他体育场馆
OUR Bakery(三里屯太古里店),咖啡厅
ouni健身,其他体育场馆
Où Pâtisserie&Labo,咖啡厅
OTZ shoes,综合商场
oto(翠微百货牡丹园店),其他休闲场馆
OT ONE THIRD,酒吧茶馆
osmanthus,咖啡厅
OSIM傲胜(三里屯店),集市市场
Oscar健身工作室,其他体育场馆
Origin普拉提(瑜伽)运动休闲馆,其他体育场馆
ORIGINAIR原气健身私人教练工作室(国贸店),其他体育场馆
Organic Shop,综合商场
ORCHID TERRACE,咖啡厅
Orange Hotel Select,咖啡厅
OP健身生活馆,其他体育场馆
Opposite Gallery·对边画廊酒吧,酒吧茶馆
Opposite Gallery·对边画廊酒吧,酒吧茶馆
Opposite Gallery·对边画廊酒吧,酒吧茶馆
Opposite Gallery·对边画廊酒吧,酒吧茶馆
OPEN实现当代艺术中心,
OPEN STAR网球俱乐部(星河湾店),体育俱乐部
OPeN STAR网球俱乐部(国家体育总局店),体育俱乐部
OPEN STAR网球俱乐部(百子湾店),体育俱乐部
OPEN International Performance Art Festival,
oops! 咖啡,咖啡厅
On画廊,画廊
onstar总部,综合商场
Onset Drama演剧场,其他休闲场馆
Onlyoga维瑜伽,其他体育场馆
Only Dream,酒吧茶馆
ONISHI SAKETEN,酒吧茶馆
onFIRE,其他体育场馆
ONE写字楼,写字楼
ONE写字楼,写字楼
ONE普拉提私人运动健身工作室,其他体育场馆
ONE健身私教工作室(西门金街店),其他体育场馆
one国际广场,综合商场
ONE黛,其他休闲场馆
OneStudio自助画室·肌理画·流体熊,其他休闲场馆
Onestream Bar,酒吧茶馆
OnePlus Club,酒吧茶馆
ONE X BALLME篮球馆,其他体育场馆
one piece酒吧,酒吧茶馆
ONE OPTION(工体店),酒吧茶馆
ONE MORE私教健身工作室,其他体育场馆
ONE MORE健身训练馆,其他体育场馆
One keep健身(六里桥威尔夏店),其他体育场馆
ONE COFFEE,咖啡厅
ONE CINEMA自助式+沉浸式私享影院(三里屯世贸天阶店),电影院
ONBASE棒球咖啡,咖啡厅
ON/gallery,
On The Road(北凤轰趴馆),其他休闲场馆
On Space,
ON BASE棒球咖啡(十里堡店),咖啡厅
OM瑜伽(兴业大街店),其他体育场馆
OMNIS FITNESS(大族广场Mall&More店),其他体育场馆
OMM 咖啡(王府井东方新天地店),咖啡厅
OMM 咖啡(IFC·商务空间店),咖啡厅
OMM COFFEE(中关村店),咖啡厅
OMM COFFEE(浦项中心店),咖啡厅
OMM COFFEE 古城创业大厦,咖啡厅
东市·OMNI CLUB,酒吧茶馆
东市·OMNI CLUB,酒吧茶馆
Olympic Sports Center Stadium,其他体育场馆
OldTownGym 欧糖健身(暂停营业),其他体育场馆
OLD·PIPE·COFFEE BAR老烟斗咖啡,酒吧茶馆
old world(罗车胡同店),咖啡厅
Old Town Gym欧糖健身(良乡旗舰店),其他体育场馆
OLD TIMES CLUB,酒吧茶馆
OLD PALACE空中花园·轰趴馆,其他休闲场馆
OK健身(磁器口店),其他体育场馆
ok健身(菜市口中信城店),其他体育场馆
OK健身(百子湾广华新城店),其他体育场馆
OK健身,其他体育场馆
OKEY DOKEY(通州万达店),咖啡厅
OKEY DOKEY(华贸店),咖啡厅
OKEY DOKEY(朝阳大悦城店),咖啡厅
OKCOFFEE 福气咖啡,咖啡厅
OkCamping城市露营俱乐部(姚家园万象汇店),其他休闲场馆
OkaeriCoffee你回来了,咖啡厅
OK SPACE(远洋国际中心A座店),咖啡厅
OJ287·概念剧本社,其他休闲场馆
OIO,其他休闲场馆
OH橙时自然酒吧 Orange Hour,酒吧茶馆
OG CLUB,酒吧茶馆
OFFLINE健身工作室,其他体育场馆
OF COFFEE,咖啡厅
OD体能中心,其他体育场馆
OD龙腾运动中心,其他体育场馆
OD篮球俱乐部华联校区,体育俱乐部
OD篮球俱乐部奥森校区,体育俱乐部
OD篮球俱乐部(运河校区),体育俱乐部
OD篮球俱乐部(首师大校区),体育俱乐部
OD篮球俱乐部(隆鹤运动中心),体育俱乐部
OD篮球俱乐部(管庄运动中心),体育俱乐部
OCT浪漫野兽Tufting自习室,其他休闲场馆
O-Crystal Caffee Beans(王府井步行街店),咖啡厅
OCDC,其他休闲场馆
OCAT研究中心(北京),
OCAT研究中心,艺术中心
OCA COFFEE,咖啡厅
OBE互联网创新园,产业园区
OBE,产业园区
OASIS酒吧,酒吧茶馆
oasis cafe,咖啡厅
OAS coffee,咖啡厅
Oak&Iron铁橡树精酿啤酒,酒吧茶馆
Oak Castle whisk&Cocktail BAR,酒吧茶馆
OA.DANCE,其他体育场馆
O2游泳健身,其他体育场馆
O2健身(马家堡东路店),其他体育场馆
O2北京亦动健身有限公司,其他体育场馆
O.T fitness,其他体育场馆
O.M.G.Coffee(天坛店),咖啡厅
O GALLERY,
N维俄式塔罗工作室,其他休闲场馆
NYY PUB,酒吧茶馆
nya噜猫·猫咪主题桌游休闲吧,其他休闲场馆
NUTTSH ART,其他休闲场馆
NUTS cafe&vin,咖啡厅
NUOART画廊（诺亚艺术同盟）,画廊
nugget 小块儿,咖啡厅
NTP新城广场,综合商场
NTERPRENEUR HARBOUR,产业园区
NT club,酒吧茶馆
N'QUEEN微醺皇后,酒吧茶馆
NOWWA挪瓦咖啡(北京大学医学部店),咖啡厅
Now Fitness24h健身工作室,其他体育场馆
North Cape北角威士忌酒吧,酒吧茶馆
Nor. Coffee(簋街店),咖啡厅
NOOK BAR·暮刻,酒吧茶馆
nood food(王府中环店),咖啡厅
Non- Binary (非二进制),酒吧茶馆
NOLIE Taproom,酒吧茶馆
NO.82 bar,酒吧茶馆
No.1健身私教,其他体育场馆
NO.13 COFFEE(林河大街店),咖啡厅
No. 102,咖啡厅
NO！空间,
NLP企业家俱乐部,体育俱乐部
Niublock Life,综合商场
Niu Beer 妞儿比精酿餐吧,酒吧茶馆
Nirvana fitness健身工作室,其他体育场馆
Nirvana fitness(古城店),其他体育场馆
NIRVANA,其他体育场馆
Nine-T皮艺,其他休闲场馆
NINES推理馆·实景侦探推理剧(朝阳店),其他休闲场馆
Nines汽车文化俱乐部,体育俱乐部
Nines轰趴馆(知春路店),其他休闲场馆
niiicecafe,咖啡厅
Niiice Cafe(中关村学院桥店),咖啡厅
Niiice Cafe(永定路航天二院店),咖啡厅
Niiice Cafe(燕莎霄云桥店),咖啡厅
Niiice Cafe(五棵松体育馆店),咖啡厅
Niiice Cafe(三元桥店),咖啡厅
Niiice Cafe(三里屯店),咖啡厅
niiice café(六里桥店),咖啡厅
Niiice Cafe(成寿寺店),咖啡厅
Niiice Cafe(北京王府井店),咖啡厅
Niiice Cafe(北京南站店),咖啡厅
niiice café(白纸坊桥店),咖啡厅
NIGHTSAIL BAR,酒吧茶馆
nightingale bar,酒吧茶馆
NICO美少女轻奢&桌游CLUB(国贸店),其他休闲场馆
Nice妈咪·母乳健康咨询指导中心,其他休闲场馆
NICEWORK,产业园区
NICEWORK,产业园区
NiceGirl·JK·桌游茶艺社,其他休闲场馆
Nicecoffe,咖啡厅
NICE·BAR,酒吧茶馆
Nice Unicorn·美少女主题桌游·剧本杀(魏公村店),其他休闲场馆
Nice Party轰趴•派对团建基地,其他休闲场馆
Nice girls jk桌游馆(通州店),其他休闲场馆
NIBS篮球场,其他体育场馆
NFF潮流综合训练馆,其他体育场馆
NEXT拳击精品健身房,其他体育场馆
NEXTCHAMP网球俱乐部(顺义校区),体育俱乐部
NEXTCHAMP网球俱乐部(国贸校区),体育俱乐部
Next round,酒吧茶馆
news stall,其他休闲场馆
NEWMETALSMITH金工金匠研习所,其他休闲场馆
New World·沉浸式光影剧场,其他休闲场馆
NEW LIFE综合训练中心(广安门店),其他体育场馆
New Life健身工作室(紫金数码园店),其他体育场馆
New H Gallery,其他休闲场馆
NEW FITNESS健身工作室(望京店),其他体育场馆
NEW FACE健身工作室,其他体育场馆
NEW BEER SPACE,酒吧茶馆
Never Bored Cafè,咖啡厅
NEST巢空间,酒吧茶馆
NEST 巢空间,剧场
NESPRESSO(塞万提斯学院大厦店),咖啡厅
Nespresso(北京SKP精品店),咖啡厅
Nespresso (北京三里屯精品店),咖啡厅
Nespresso (北京朝阳大悦城精品店),咖啡厅
NEPHI HOME健身,其他体育场馆
neo轰趴馆,其他体育场馆
Neo Coffee 新咖啡,咖啡厅
NEED市集,集市市场
NEEDART(万科时代中心·望京店),其他休闲场馆
NCA当代艺术,
NB裤子轰趴连锁(15号店七侠五义主题轰趴),其他休闲场馆
NB裤子大本营·乡村乐园·团建拓展,其他休闲场馆
NBB-CLUB潮流拳馆,其他体育场馆
NB8跆拳道(SOHO尚都店),其他体育场馆
NB8 TAEKWONDO INTERNATIONAL,其他体育场馆
NatureIN微景观,其他休闲场馆
Nassau Club·桌游·剧本·血染,其他休闲场馆
Nassau Club·桌游·剧本,其他休闲场馆
Nassau Club·酒吧,酒吧茶馆
nascacoffee(都汇天地店),咖啡厅
NAMOC COFFEE,咖啡厅
Namely cafe,咖啡厅
Nama瑜伽工作室,其他体育场馆
Nama yoga瑜伽生活馆,其他体育场馆
naive理想国,咖啡厅
Nagomi日式酒吧,酒吧茶馆
NagaYoga娜伽瑜伽生活馆,其他体育场馆
NA CLUB,其他休闲场馆
Na Cafe&Bar 咖啡与酒,酒吧茶馆
N39°运动空间（篮球排球羽毛球馆）,其他体育场馆
N1极速健身工作室(嘉美中心店),其他体育场馆
N·8CLUB,酒吧茶馆
N+自助式奢华loft私人影院,电影院
N+普拉提私人定制运动馆,其他体育场馆
N⁺Pilates普拉提,其他体育场馆
Ｍ陶艺,其他休闲场馆
M空间,剧场
M剧场,剧场
M健身私教工作室,其他体育场馆
M健身工作室(天街远洋店),其他体育场馆
M加普拉提·瑜伽体态管理工作室,其他体育场馆
M画廊,画廊
M的房间,
MZLi·机车酒吧,酒吧茶馆
mzc梦展翅综合健身塑形馆,其他体育场馆
MZ Cafe Beijing北京满竹,咖啡厅
MY青藤运动,其他体育场馆
MY青藤格斗(果园店),其他体育场馆
Myoga瑜伽·普拉提,其他体育场馆
M-yoga弥尚瑜伽(回龙观店),其他体育场馆
MyFunCAFE(咖啡·东升科技园永泰园店),咖啡厅
MY WAY别墅轰趴馆,其他休闲场馆
My Gym国际早期教育中心,培训机构
My Girls桌游剧本演艺体验馆(工体店),其他休闲场馆
My girls主题桌游吧,其他休闲场馆
My Fitness健身工作室(东直门店),其他体育场馆
My Court,其他体育场馆
My Car汽车俱乐部,体育俱乐部
MX模型主题,咖啡厅
MVP密室逃脱(朝阳大悦城店),其他休闲场馆
mvm(朝阳大悦城店),其他休闲场馆
MUZIK WINE BAR,酒吧茶馆
Muye Space,
MusicFans Coffee,咖啡厅
MUSIC STORE(北京王府井银泰in88店),书店
MUSE 涩bar,酒吧茶馆
MUSE GOLD COFFEE,咖啡厅
Muse Coffee,咖啡厅
muse club酒吧,酒吧茶馆
MUSCLEMANNA健身工作室(中关村店),其他体育场馆
MUSCLEMANNA健身工作室(人大店),其他体育场馆
MuscleDog铁馆(CBD店),其他体育场馆
MuscleBaby·肌肉宝贝健身工作室,其他体育场馆
Muscle Siam肌肉暹罗健身工作室,其他体育场馆
MUSCLE MANNA健身工作室(海淀黄庄店),其他体育场馆
Muscle Magic运动体能馆,其他体育场馆
Muscle Dog综合训练中心(CBD店),其他体育场馆
Muscle Dog健身篮球训练中心(霄云路店),其他体育场馆
MUSC BAR,酒吧茶馆
MUSAFIRIN,咖啡厅
MURMUR·Bar,酒吧茶馆
Mun画廊,画廊
Muma咖啡·商务会议沙龙活动(格兰云天店),咖啡厅
Mudan·Bar 牡丹,酒吧茶馆
MU LAN WHISKY & COCK TAIL BAR,酒吧茶馆
MU COFFEE,咖啡厅
Mu caffe,咖啡厅
MT格斗训练馆,其他体育场馆
mtnCoffee,咖啡厅
MTN Coffee 咖啡造物(软件园店),咖啡厅
mtn coffee 咖啡造物(集成电路店),咖啡厅
mtn coffee 咖啡(四维图新店),咖啡厅
MT-G(北京侨福芳草地购物中心店),综合商场
MTC综合训练工作室,其他体育场馆
MTC私教健身工作室,其他体育场馆
MTA鹏礼跆拳道院(亚运村店),其他体育场馆
MTA鹏礼跆拳道,其他体育场馆
MTA SPACE,酒吧茶馆
Mt. XIANG COFFEE,咖啡厅
MT(凯德MALL店),综合商场
MT club·剧本·桌游·血染钟楼(知春路店),其他休闲场馆
MT Club 狼人杀,其他休闲场馆
MS桌游,其他休闲场馆
Ms柒 Bar,酒吧茶馆
Msong小酒馆,酒吧茶馆
msl,咖啡厅
Ms·Sugar·DIY婚纱手工坊,其他休闲场馆
Ms·FIora(龙德广场店),综合商场
Ms.柒 Coffee,咖啡厅
Ms.Charm迷炼女神·女性专属健身,其他体育场馆
MRX阴阳师,其他休闲场馆
MRX沉浸剧场•X先生密室(三里屯店),其他休闲场馆
MrPig酷鱼俱乐部,体育俱乐部
Mr.X健身工作室(方庄店),其他体育场馆
MR.VAPOR(望京店),酒吧茶馆
MR.MITAO现代瑜伽普拉提私人订制,其他体育场馆
mr.box桌游俱乐部,体育俱乐部
Mr.Beer,酒吧茶馆
Mr Pig酷鱼俱乐部,体育俱乐部
MR HAT 盖帽咖啡,咖啡厅
Mplus Coffice,咖啡厅
MPK黑胶书店,书店
Mo墨主题换装自拍馆,其他休闲场馆
movie cat高端休闲自助茶歇影咖,电影院
MOVE 睦 COFFEE,咖啡厅
MOUNTAIN LODGE(王府中环东座店),其他休闲场馆
mountain coffee,咖啡厅
Motor Coffee(摩咖咖啡),咖啡厅
MORROR ART歌词悬浮音箱(北京SKP店),书店
Morning Cafe,咖啡厅
MORNIGHT CAFE&BAR,酒吧茶馆
MORE DO COFFEE,咖啡厅
More Chic 漫•初,咖啡厅
Morandi游娱中心,其他休闲场馆
MoProjects,
Moon月朦胧桌游游戏体验馆,其他休闲场馆
MOONSON小九酒,酒吧茶馆
Moon Phases·ACG少女·剧本杀·桌游馆,其他休闲场馆
Moon Club,酒吧茶馆
moon bar,酒吧茶馆
MOOD BAR,酒吧茶馆
Mono当代艺术空间,
Monopoly Whiskey Bar,酒吧茶馆
monoloco,咖啡厅
MonkeyCUP Cafe&Bar,酒吧茶馆
MonkeyCUP Cafe&Bar,酒吧茶馆
MONGS COFFEE,咖啡厅
Moneta莫内塔普拉提健身工作室,其他体育场馆
M-one(天宝南街店),酒吧茶馆
MONA BAR(东四二条店),酒吧茶馆
MOMO圣境音乐餐吧(土桥店),酒吧茶馆
momo酒吧,酒吧茶馆
MOMO(湖光中街店),咖啡厅
MOMO Fun Star(鸟巢店),其他休闲场馆
MOMO,酒吧茶馆
MOMA百老汇电影中心,电影院
MOMA 万万树五期会所栋102,
Mollyの喵·猫咖·桌游吧,其他休闲场馆
molly coffee,咖啡厅
MOLI BAR,酒吧茶馆
MOKIHI陆拾捌号,酒吧茶馆
Mojito man,酒吧茶馆
MOE KA萌卡足球俱乐部,体育俱乐部
MODU,酒吧茶馆
MODO沐朵 • 产后催乳修复中心,其他休闲场馆
Moder Star星形体健身工作室,其他体育场馆
MODE-L精品健身&健康餐厅(望京麒麟社店),其他体育场馆
MODEL(合生麒麟天地店),其他体育场馆
Mode coffee牧德咖啡,咖啡厅
MOBOX摩宝空间(天启大厦店),其他休闲场馆
MOBOX摩宝空间(光华路soho店),其他休闲场馆
Mo Yuàn·露台(远洋店),酒吧茶馆
Mo Yuàn Lounge Bar(摩方露台店),酒吧茶馆
Mo Projects,
MNK布钒空间·娃衣手作·娃娘会所·blythe周边,其他休闲场馆
MM推理社,其他休闲场馆
MMaoCafe猫叔咖啡(中铁创业大厦店),咖啡厅
MMaoCafe猫叔咖啡(中国运载火箭店),咖啡厅
MMaoCafe猫叔咖啡(搜狐畅游店),咖啡厅
MMaoCafe猫叔咖啡(化工社阅想书店),咖啡厅
MM z7 COFFEE,咖啡厅
MLLBC篮球训练营,其他体育场馆
ML Club,酒吧茶馆
MK瑜伽(蒲黄榆店),其他体育场馆
MK优璨瑜伽(小西天店),其他体育场馆
MK2 Art Space,
MJ综合健身工作室,其他体育场馆
MJ COFFEE(中粮万科半岛广场店),咖啡厅
mixwith bowling蜜维保龄球,其他休闲场馆
MixMeet,其他休闲场馆
MixFit运动训练中心,其他体育场馆
Mix Joy咖啡餐吧,咖啡厅
MIUMIU Party·缪缪派对·私人订制轰趴馆,其他休闲场馆
MIU COCKTAIL,酒吧茶馆
Mission UTV 全地形穿越(北京怀柔神堂峪店),其他休闲场馆
Mission Plus UTV超级穿越(白河湾店),其他休闲场馆
Miss+真人密室体验馆,其他休闲场馆
Miss.Y助教主题桌游剧本轰趴体验馆,其他休闲场馆
Miss X换装自拍馆,其他休闲场馆
MISS U·桌游·团建·轰趴馆,其他休闲场馆
Miss rose塔罗馆Tarot,其他休闲场馆
miss rabbit,咖啡厅
MISHARK谜鲨探案社,其他休闲场馆
Mint明替,酒吧茶馆
mint FITNESS(SOHO·尚都店),其他体育场馆
Mint,酒吧茶馆
MINI主题私人休闲影院(魏公村店),电影院
MINI主题私人K歌休闲影院(六道口店),电影院
mini街区(华联天通苑店),综合商场
MINIMATE咖啡奶茶店,咖啡厅
minigood时尚百货(于新庄路店),综合商场
MiniGarden迷你花园花咖店,咖啡厅
Mini YOGA Space瑜伽馆(当代商城店),其他体育场馆
Mini Yoga Space,其他体育场馆
MINI MILY CAFE(新街口店),咖啡厅
MINI MILY CAFE(世贸天阶店),咖啡厅
mini house,其他休闲场馆
MINGES明格斯咖啡,咖啡厅
Minges cafe,咖啡厅
mingdu cafe,咖啡厅
Ming Yoga明瑜伽,其他体育场馆
MindMaps Coffee(颐和园店),咖啡厅
Mince私教健身工作室(安定门店),其他体育场馆
MIMO LIVE 咖啡厅,咖啡厅
MIMI E COCO,酒吧茶馆
MiMi Club,酒吧茶馆
Millennium红房子,其他体育场馆
Mighty Unicorn沐,酒吧茶馆
mighty unicom 沐•咖啡,咖啡厅
miggle小米果轮滑运动馆(合生广场店),其他体育场馆
Miggle小米果轮滑运动馆(北京爱琴海店),其他体育场馆
MIDON·西式简餐&咖啡厅,咖啡厅
MIDON·迈动普拉提·瑜伽新生活馆(燕保大厦店),其他体育场馆
Microsofe KFB(世纪金源购物中心店),咖啡厅
Microkosmos小宇宙手作,其他休闲场馆
MicFly迈克枫篮球体能训练中心,培训机构
miao's cafe妙氏面包咖啡馆(石油化工学院店),咖啡厅
MIAO COFFEE,咖啡厅
MIAMI迈阿密酒吧(工体店),酒吧茶馆
Mi’s Coffee,咖啡厅
Mi Amigo酒吧团建互动轰趴馆,其他休闲场馆
MG月亮河马术运动中心,培训机构
MF(官舍南区店),其他休闲场馆
ME空间别墅轰趴馆(平谷店),其他休闲场馆
Mexican Brunch Bistro,酒吧茶馆
Meu蜡烛實驗室,其他休闲场馆
Metapig Coffee(中关村软件园店),咖啡厅
METAPIG COFFEE(第A5档口-熊猫星厨美食城店),咖啡厅
metapig coffee(传媒大学店),咖啡厅
MetalApple重型乐队周边联合店,集市市场
METAL HANDS鐡手珈琲制造局(朝阳大悦城店),咖啡厅
METAL HANDS(雍和宫店),咖啡厅
METAL HANDS(五道营店),咖啡厅
METAL HANDS(前门店),咖啡厅
METACLUB戏剧·酒吧·沉浸式娱乐空间,其他休闲场馆
METACLUB酒吧,酒吧茶馆
metaclub沉浸式娱乐空间,其他休闲场馆
MetaClub（北京市朝阳区万达影城CBD店三层）,电影院
metabox茶室,酒吧茶馆
META SPACE(五道口店),咖啡厅
Mēr coffee,咖啡厅
Meow Coffee 猫咖啡,咖啡厅
Meow,书店
members'万宝绘 德国生活·教育·家 早教中心,培训机构
melody lane艺术香氛工作室,其他休闲场馆
MelittaCafe,咖啡厅
MEILAI健身工作室(金隅嘉品Mall店),其他体育场馆
